tweet	label
coronavirus stays fabric hours washing clothes exposed sun two hours meets purpose killing	fake
first city world conquers covid chlorine dioxide mayor autonomous city san jose bolivia takes brave step using chlorine dioxide first cure whole city mayor germain hero	fake
husband tested positive coronavirus wife fled bangalore agra india	fake
new cases covidnigeria lagos oyo plateau imo kaduna ogun fct enugu bauchi bayelsa rivers osun kano edo benue adamawa borno abia ekiti confirmed discharged deaths	real
health secretary matt hancock says isolation support payments made available next monday people low incomes selfisolate find	real
india records yet another singleday rise new infections cases inching countrys total confirmed case tally eight lakh karnataka cm bs yediyurappa goes selfquarantine next five days coronavirus coronavirusfacts	fake
president trump sign g bill exposure effects misleading	fake
july active covid cases kishanganj bihar covid covid covid coronaupdates coronavirusindia coronavirusupdates coronavirus covidupdates	real
data show brazilian state minas gerais fewer covid deaths cear even though adopted isolation measures	fake
coronavirus case confirmed istanbul medical school hospital	fake
social gatherings six people illegal england rule six comes force join discuss new rule policed kayburley sky freeview watch live	real
todays new case two additional recovered cases total number active cases imported cases miq facilities community cases	real
breaking loss taste added list coronavirus symptoms government advises selfisolation anyone recently enjoyed episode mrs browns boys	fake
india records new infections sixth consecutive day countrys total confirmed case count stands lakh union minister dharmendra pradhan former karnataka cm siddaramaiah tested positive coronavirus infection coronavirus update	fake
increase testing broadly distributed among states states reported k tests today ca fl ga il mn ny tn tx va	real
new cases covidnigeria lagos ebonyi edo ondo fct oyo kwara plateau osun bayelsa ekiti katsina akwa ibom kaduna rivers niger ogun kano cross river bauchi confirmed discharged deaths	real
